Name,Number,HexColor,CreatedOn,LastModified
Coloris - Black Forest,4516,,2025-09-08T00:00:00,2025-09-08T00:00:00
Coloris - Elves,4517,,2025-09-08T00:00:00,2025-09-08T00:00:00
Coloris - Cottage,4518,,2025-09-08T00:00:00,2025-09-08T00:00:00
Coloris - Jingle Bells,4519,,2025-09-08T00:00:00,2025-09-08T00:00:00
Coloris - Christmas Story,4520,,2025-09-08T00:00:00,2025-09-08T00:00:00
Coloris - Wide Open Spaces,4521,,2025-09-08T00:00:00,2025-09-08T00:00:00
Coloris - Canadian Night,4522,,2025-09-08T00:00:00,2025-09-08T00:00:00
Coloris - North Wind,4523,,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - White,CBlanc,,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Ecru/off-white,CEcru,,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Black,C310,000000,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Steel Gray - Light,C318,999b9d,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Red,C321,bd1136,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Pearl Grey,C415,b8b9bd,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Brown - Medium,C433,73421e,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Tan,C436,c78559,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Lemon - Dark,C444,f5bc13,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Avocado Green - Very Light,C471,9eb357,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Sky Blue,C519,94b7cb,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Violet - Very Dark,C550,580e5c,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Violet - Light,C554,dc9cde,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Cranberry - Very Dark,C600,bf1c48,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Cranberry,C603,e4446e,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Red - Bright,C666,ce1b33,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Green,C699,075b26,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Topaz,C725,f9c15b,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Tan - Very Light,C738,e2b783,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Tangerine,C740,fd6f1a,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Delft Blue - Dark,C798,4e5ca7,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Garnet - Dark,C814,711033,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Garnet,C816,921238,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Royal Blue - Very Dark,C820,151264,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Blue - Dark,C823,000b44,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Beige Brown - Medium,C840,7a5939,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Pistachio Green - Ultra Dark,C890,324233,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Burnt Orange - Dark,C900,c63117,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Parrot Green - Light,C907,9dc72d,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Plum - Dark,C915,95085a,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Coffee Brown - Ultra Dark,C938,45271a,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Canary - Deep,C972,fb9f11,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Electric Blue - Dark,C995,0061b0,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Black Brown,C3371,36220e,2025-09-08T00:00:00,2025-09-08T00:00:00
Étoile - Pewter Gray - Very Dark,C3799,39393d,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Snow White,S5200,ffffff,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Lavender,S211,e5bded,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Lemon,S307,fde949,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Black,S310,000000,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Red,S321,bd1136,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Rose,S326,ac1c37,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Blue,S336,0d275,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Coral,S351,ed625b,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Coral Light,S352,f78372,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Pistachio Green,S367,446b45,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Steel Grey,S414,766e72,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Pearl Grey,S415,b8b9bd,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Brown,S434,8e5231,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Avacado Green,S469,5a6631,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Avocado Green Very Light,S471,9eb357,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Avocado Green Ultra Light,S472,d1de75,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Blue Green Dark,S501,2e5447,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Blue Green,S504,acdac1,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Violet Dark,S550,580e5c,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Violet Medium,S552,902f99,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Violet,S553,a348ac,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Cranberry Dark,S601,c62a53,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Cranberry,S602,d63f68,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Orange Red,S606,f70f00,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Red Bright,S666,cf1b32,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Old Gold,S676,edbf7e,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Green,S700,076c34,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Kelly Green,S702,379130,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Cream,S712,f6efda,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Topaz,S726,fddb63,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Tan Dark,S738,e1b883,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Tan,S739,f3deb9,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Tangerine,S741,fc8b10,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Yellow,S744,fee88d,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Yellow Pale,S745,feeba5,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Pearl Grey,S762,d1d0d2,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Pink,S776,fca8ad,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Royal Blue,S797,2b3288,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Delft Blue Dark,S798,4e5ca7,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Delft Blue,S799,6b7fc0,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Delft Blue Pale,S800,b5c7e9,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Baby Pink,S818,fededd,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Royal Blue Very Dark,S820,151264,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Beige Brown,S841,a37d64,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Coffee Brown,S898,532f1b,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Rose,S899,ea6b78,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Emerald Green,S909,116b44,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Plum Dark,S915,95085b,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Antique Blue,S931,667684,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Antique Blue Light,S932,92a0af,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Aquamarine,S943,009a77,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Seagreen,S959,72d0b7,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Seagren Light,S964,a6e4d5,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Golden Brown,S976,cf7532,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Aquamarine Dark,S991,135f55,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Electric Blue,S995,0061b0,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Black Brown,S3371,36220e,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Plum,S3607,db4b9e,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Mauve,S3685,79263b,2025-09-08T00:00:00,2025-09-08T00:00:00
Satin - Straw,S3820,dba53e,2025-09-08T00:00:00,2025-09-08T00:00:00
